timestamp,market,outcome,entry_price,size_usdc,tokens,market_end_ts,payout_price,pnl_usdc,settled_at,result
2026-03-18T04:31:04.432007+00:00,"March 18, 12:35AM-12:40AM ET",Up,0.5074215858026576,5.95685,11.739449338910646,1773808800,,,,OPEN
2026-03-18T04:31:04.934681+00:00,"March 18, 12:35AM-12:40AM ET",Up,0.5161667832281784,5.95685,11.540552770065979,1773808800,,,,OPEN
2026-03-18T04:31:05.436010+00:00,"March 18, 12:35AM-12:40AM ET",Down,0.4975322266830581,5.82315,11.704065963368256,1773808800,,,,OPEN
2026-03-18T04:31:05.936592+00:00,"March 18, 12:35AM-12:40AM ET",Down,0.4954136476189217,5.82315,11.754117045397262,1773808800,,,,OPEN
2026-03-18T04:31:06.552949+00:00,"March 18, 12:30AM-12:35AM ET",Up,0.5203358950338541,6.1574,11.833509966863591,1773808500,,,,OPEN
2026-03-18T04:31:07.053763+00:00,"March 18, 12:30AM-12:35AM ET",Up,0.5255584215342561,6.1574,11.715919197003407,1773808500,,,,OPEN
2026-03-18T04:31:07.565089+00:00,"March 18, 12:30AM-12:35AM ET",Down,0.4852878330206538,5.6226,11.586113678149237,1773808500,,,,OPEN
2026-03-18T04:31:08.067117+00:00,"March 18, 12:30AM-12:35AM ET",Down,0.48523210332315125,5.6226,11.58744436217878,1773808500,,,,OPEN
2026-03-18T04:31:08.684868+00:00,"March 18, 12:35AM-12:40AM ET",Up,0.502584385089456,5.89,11.719424985620329,1773808800,,,,OPEN
2026-03-18T04:31:09.185660+00:00,"March 18, 12:35AM-12:40AM ET",Up,0.5003941891812622,5.89,11.770720218868115,1773808800,,,,OPEN
2026-03-18T04:31:09.700596+00:00,"March 18, 12:35AM-12:40AM ET",Down,0.5023176211634552,5.89,11.725648776480769,1773808800,,,,OPEN
2026-03-18T04:31:10.202483+00:00,"March 18, 12:35AM-12:40AM ET",Down,0.5003552215159518,5.89,11.771636922574258,1773808800,,,,OPEN
2026-03-18T04:31:10.818339+00:00,"March 18, 12:30AM-12:35AM ET",Up,0.5348186404098619,6.2911,11.763052976573091,1773808500,,,,OPEN
2026-03-18T04:31:11.319408+00:00,"March 18, 12:30AM-12:35AM ET",Up,0.5327139832850908,6.2911,11.809526682976543,1773808500,,,,OPEN
2026-03-18T04:31:11.833934+00:00,"March 18, 12:30AM-12:35AM ET",Down,0.4766725490530806,5.4889,11.51503272194677,1773808500,,,,OPEN
2026-03-18T04:31:12.335712+00:00,"March 18, 12:30AM-12:35AM ET",Down,0.4704821279051749,5.4889,11.666543051144933,1773808500,,,,OPEN
2026-03-18T04:31:12.950677+00:00,"March 18, 12:35AM-12:40AM ET",Up,0.5054261845657408,5.95685,11.785796189245893,1773808800,,,,OPEN
2026-03-18T04:31:13.466197+00:00,"March 18, 12:35AM-12:40AM ET",Up,0.5058066085605488,5.95685,11.776931932448093,1773808800,,,,OPEN
2026-03-18T04:31:13.967400+00:00,"March 18, 12:35AM-12:40AM ET",Down,0.49536147950615994,5.82315,11.755354909318473,1773808800,,,,OPEN
2026-03-18T04:31:14.482035+00:00,"March 18, 12:35AM-12:40AM ET",Down,0.5064434707609593,5.82315,11.498124343967541,1773808800,,,,OPEN
2026-03-18T04:34:18.455004+00:00,"March 18, 12:30AM-12:35AM ET",Up,0.4729554858848056,5.42205,11.464186719087152,1773808500,,,,OPEN
2026-03-18T04:34:18.958970+00:00,"March 18, 12:30AM-12:35AM ET",Up,0.4692081089665412,5.42205,11.555746578937836,1773808500,,,,OPEN
2026-03-18T04:34:19.471984+00:00,"March 18, 12:30AM-12:35AM ET",Down,0.537645245458298,6.35795,11.82554863770882,1773808500,,,,OPEN
2026-03-18T04:34:19.976370+00:00,"March 18, 12:30AM-12:35AM ET",Down,0.5394000351979129,6.35795,11.787077465924126,1773808500,,,,OPEN
2026-03-18T04:34:20.606101+00:00,"March 18, 12:35AM-12:40AM ET",Up,0.5064960292461673,5.95685,11.760901677483538,1773808800,,,,OPEN
2026-03-18T04:34:21.108134+00:00,"March 18, 12:35AM-12:40AM ET",Up,0.5067794119841439,5.95685,11.754325174098387,1773808800,,,,OPEN
2026-03-18T04:34:21.609511+00:00,"March 18, 12:35AM-12:40AM ET",Down,0.49551739134039985,5.82315,11.751656151256531,1773808800,,,,OPEN
2026-03-18T04:34:22.110489+00:00,"March 18, 12:35AM-12:40AM ET",Down,0.49930596529530197,5.82315,11.662488343306782,1773808800,,,,OPEN
2026-03-18T04:34:22.725595+00:00,"March 18, 12:30AM-12:35AM ET",Up,0.3882360002241817,4.35245,11.210835670794918,1773808500,,,,OPEN
2026-03-18T04:34:23.240662+00:00,"March 18, 12:30AM-12:35AM ET",Up,0.3866961038236082,4.35245,11.255479320746852,1773808500,,,,OPEN
2026-03-18T04:34:23.742509+00:00,"March 18, 12:30AM-12:35AM ET",Down,0.6205882465468645,7.42755,11.968563764024008,1773808500,,,,OPEN
2026-03-18T04:34:24.243564+00:00,"March 18, 12:30AM-12:35AM ET",Down,0.6157035739413694,7.42755,12.063516137243164,1773808500,,,,OPEN
2026-03-18T04:34:24.873856+00:00,"March 18, 12:35AM-12:40AM ET",Up,0.5293794628149622,6.22425,11.757634054979588,1773808800,,,,OPEN
2026-03-18T04:34:25.389585+00:00,"March 18, 12:35AM-12:40AM ET",Up,0.534820800534306,6.22425,11.638010327537263,1773808800,,,,OPEN
2026-03-18T04:34:25.891626+00:00,"March 18, 12:35AM-12:40AM ET",Down,0.4762660233585609,5.55575,11.665224323208347,1773808800,,,,OPEN
2026-03-18T04:34:26.405066+00:00,"March 18, 12:35AM-12:40AM ET",Down,0.48017019919597675,5.55575,11.570376523372028,1773808800,,,,OPEN
2026-03-18T04:34:27.026521+00:00,"March 18, 12:30AM-12:35AM ET",Up,0.38924508286092824,4.35245,11.181772594299076,1773808500,,,,OPEN
2026-03-18T04:34:27.539123+00:00,"March 18, 12:30AM-12:35AM ET",Up,0.3856787800824836,4.35245,11.285168447870426,1773808500,,,,OPEN
2026-03-18T04:34:28.040698+00:00,"March 18, 12:30AM-12:35AM ET",Down,0.6209721587222181,7.42755,11.961164273908446,1773808500,,,,OPEN
2026-03-18T04:34:28.546509+00:00,"March 18, 12:30AM-12:35AM ET",Down,0.6183084106431768,7.42755,12.012694429101675,1773808500,,,,OPEN
2026-03-18T04:34:29.160292+00:00,"March 18, 12:35AM-12:40AM ET",Up,0.5395585825966296,6.35795,11.783613874516313,1773808800,,,,OPEN
2026-03-18T04:34:29.663129+00:00,"March 18, 12:35AM-12:40AM ET",Up,0.5394816410686242,6.35795,11.785294467863539,1773808800,,,,OPEN
2026-03-18T04:34:30.176243+00:00,"March 18, 12:35AM-12:40AM ET",Down,0.47173417123232303,5.42205,11.493867374152359,1773808800,,,,OPEN
2026-03-18T04:34:30.690837+00:00,"March 18, 12:35AM-12:40AM ET",Down,0.4650026481961234,5.42205,11.660256174956556,1773808800,,,,OPEN
